[00:00:00.000 --> 00:00:10.000]   [ Pause ]
[00:52:58.000 --> 00:53:06.000]   You see, an act for the encouragement of learning by best in the copies of printed books in the author and so on and so forth.
[00:53:06.000 --> 00:53:24.000]   Let me go back to my slides.
[00:53:24.000 --> 00:53:36.000]   So you see, this is the title and...
[00:53:36.000 --> 00:53:53.000]   This is the general description of the State Institute of the Fund, which I transcribed here.
[00:53:53.000 --> 00:53:56.000]   Let's read it.
[00:53:56.000 --> 00:54:21.000]   "Whereas booksellers and other persons have oblate frequently taken the liberty of printing, reprinting, or publishing, and so on and so forth, books and other writings without the consent of the authors or proprietors of such books and writings,
[00:54:21.000 --> 00:54:47.000]   to their very great treatment and too often to the ruin of them and their families, for preventing their forces' practices for the future, and for the encouragement of learned men to compose and write useful books, may it please your majesty that it may be enacted a State Institute of the Fund."
[00:54:47.000 --> 00:55:15.000]   So, who are the bad guys? And who are the good guys? Well, the bad guys are printers and booksellers. The good guys are authors and learned men. We must be encouraged to compose and write useful books.
[00:55:15.000 --> 00:55:39.000]   That's the way we promote. We encourage learning by creating incentives for authors to write and publish and to share their knowledge.
[00:55:39.000 --> 00:56:04.000]   Why? Why booksellers and printers were bad guys at the beginning of the 17th century, when they were the inventors of that new technology that changed the way of disseminating ideas and culture?
[00:56:04.000 --> 00:56:10.000]   Why?
[00:56:10.000 --> 00:56:18.000]   Well, I know why. And I'm going to tell you.
[00:56:18.000 --> 00:56:43.000]   I didn't discover the truth. Someone else did. Historians, mostly. Legal historians, who have been trying to understand what was going on from the creation of the printing press to the enactment of the State Institute of the Fund.
[00:56:43.000 --> 00:56:55.000]   And that's the story. Everything starts in the mid 16th century, in 1565.
[00:56:55.000 --> 00:57:19.000]   Oh, 1556, sorry. When Mary, the Queen Mary, who was the daughter of Harry VIII,
[00:57:19.000 --> 00:57:42.000]   but unlike his father, she was Catholic, she became Queen and she decided to adopt and grant to the stationers company their charter.
[00:57:42.000 --> 00:58:02.000]   What is the stationers company? You know, society in the Middle Ages was organizing corporations and guilds.
[00:58:02.000 --> 00:58:30.000]   They were associations of people basically doing the same job. Carpenters, printers, doctors, teachers, and so on and so forth.
[00:58:30.000 --> 00:58:54.000]   Those were basically private associations, but sometimes those private associations were granted the power by the state to regulate their professional activities of their members.
[00:58:54.000 --> 00:59:16.000]   And then what happened in 1556? The private association, the stationers company, the associations of the London printers, the guys in London who were running printing presses.
[00:59:16.000 --> 00:59:32.000]   With the adoption of that, with the granting of that chapter, the stationers company became a sort of public agency.
[00:59:32.000 --> 00:59:42.000]   The charter gave the stationers the power to make ordinances, provisions, and statements. Rules.
[00:59:42.000 --> 00:59:49.000]   Those rules were binding for the members of the stationers company.
[00:59:49.000 --> 00:59:59.000]   But since only the members of the stationers company were allowed to run a printing press,
[00:59:59.000 --> 01:00:18.000]   the rules created by the stationers company was regulating the printing press.
[01:00:18.000 --> 01:00:33.000]   If you wanted to print a book, you needed to be a member of the stationers company. If you wanted to be a member of the stationers company, you had to abide by the rules set by the stationers company.
[01:00:33.000 --> 01:00:43.000]   Otherwise you were out of it, and if you were out of it, you could not run the press.
[01:00:43.000 --> 01:01:03.000]   So the stationers company became the powerful corporation regulating that new industry, that new technology. Why?
[01:01:03.000 --> 01:01:31.000]   Why?
[01:01:31.000 --> 01:01:47.000]   Why is that working?
[01:01:47.000 --> 01:01:58.000]   I would like to show you something.
[01:01:58.000 --> 01:02:26.000]   Oh, I have to look in.
[01:02:26.000 --> 01:02:34.000]   You know what Henry the eighth did.
[01:02:34.000 --> 01:02:42.000]   He wanted to get married. The Pope didn't allow him, so he decided to create his own church.
[01:02:42.000 --> 01:03:00.000]   And that was pretty common during that period of time. Luther, the beginning of the 15th century, started the so-called reform.
[01:03:00.000 --> 01:03:12.000]   So during that period of time, Europe was devastated by religious wars.
[01:03:12.000 --> 01:03:38.000]   Catholic against the Protestants, and so on and so forth. Well, at some point, the press started to become a weapon, a weapon in those wars.
[01:03:38.000 --> 01:03:48.000]   I will show you something.
[01:03:48.000 --> 01:03:58.000]   These are two flyers of the mid 16th century.
[01:03:58.000 --> 01:04:20.000]   I took those flyers from a book printed by, sorry, written by
[01:04:20.000 --> 01:04:28.000]   a group of people calling themselves Luther Blissey. That's the book.
[01:04:28.000 --> 01:04:36.000]   It should be available online for free if you want to read it. There is an Italian, but also in English.
[01:04:36.000 --> 01:04:56.000]   That's a very nice book. It is a historical novel set in the first half of the 17th, 16th century, describing those religious wars.
[01:04:56.000 --> 01:05:10.000]   And at the very end of the book, they decided to show how the printing press was affecting the war. Why?
[01:05:10.000 --> 01:05:21.000]   Well, because if you think about it, many people at that time were not able to read.
[01:05:21.000 --> 01:05:47.000]   And in order to spread new ideas among people not capable of reading, stuff like that became very popular.
[01:05:47.000 --> 01:06:03.000]   And the political power started to understand that in order to control the dissemination of new ideas, they had to control the technology through which those new ideas could be disseminated.
[01:06:03.000 --> 01:06:16.000]   And the printing press was the technology. That's the reason why.
[01:06:16.000 --> 01:06:42.000]   That's the reason why Mary decided to grant the charter to the stationers' company in order to make the stationers' company an ally for fighting the dissemination of ideas that Mary didn't like.
[01:06:42.000 --> 01:06:50.000]   You know, Mary was called also Bloody Mary. You know the name of the cocktail?
[01:06:50.000 --> 01:07:00.000]   Because she was a Catholic after two kings that were not Catholic.
[01:07:00.000 --> 01:07:14.000]   And while those two kings were persecuting Catholics in England, she started persecuting Protestants in England.
[01:07:14.000 --> 01:07:37.000]   And you see, a way of controlling the technology was to control the corporation of the members using and developing that technology.
[01:07:37.000 --> 01:07:50.000]   And you know, the stationers' company had the power of sizing, taking, borrowing books, prohibited books and things, and so on and so forth.
[01:07:50.000 --> 01:07:59.000]   Sensorship. That was the idea. That was not the only idea actually.
[01:07:59.000 --> 01:08:26.000]   Mary knew that her government knew that that new technology had a strategic impact in the cultural growth of that national state.
[01:08:26.000 --> 01:08:47.000]   So, she gave the stationers' company a normative power, the power to create rules to govern the use of the new technology.
[01:08:47.000 --> 01:09:04.000]   But she also wanted to have through the stationers' company control over what was published in the kingdom.
[01:09:04.000 --> 01:09:24.000]   And the company's staff were carried out with the help of the Star Chamber. The Star Chamber was sort of a secret court of justice, but also a secret police.
[01:09:24.000 --> 01:09:43.000]   That was used indeed to control what was going on in the kingdom in order not to have the adversary party take power.
[01:09:43.000 --> 01:10:09.000]   Ray Patterson, who is the probably most important legal scholar and historian, who analyzed the early development of copyright, said that what Mary created was the so-called stationers' copyright.
[01:10:09.000 --> 01:10:28.000]   Why? Well, basically because the stationers, by having their normative power, started to create a set of rules in order to make it possible for them to get monopolistic profits.
[01:10:28.000 --> 01:10:49.000]   But they created an internal rule according to which, if you wanted to print a book, you needed to register the title of that book with the stationers' company.
[01:10:49.000 --> 01:11:04.000]   And by registering the title of the book, basically no other stationer was allowed to print that book.
[01:11:04.000 --> 01:11:11.000]   Do you want to print Caesar's The Belogale Lico?
[01:11:11.000 --> 01:11:27.000]   You go to the stationers' company, you register the title, you are allowed to print that book, no one else is allowed to print that book in England.
[01:11:27.000 --> 01:11:31.000]   That's the very first creation of copyright.
[01:11:31.000 --> 01:11:42.000]   That registration gave you the power, the exclusive right of the printing of that title forever.
[01:11:42.000 --> 01:11:44.000]   Forever.
[01:11:44.000 --> 01:11:49.000]   And it didn't matter when the book was written.
[01:11:49.000 --> 01:11:59.000]   Caesar's The Belogale has been written, you know, two thousand years ago.
[01:11:59.000 --> 01:12:05.000]   The stationers' copyright was not really related to the authors.
[01:12:05.000 --> 01:12:10.000]   Outers were not taken into account.
[01:12:10.000 --> 01:12:16.000]   Copyright nowadays is the authors' copyright.
[01:12:16.000 --> 01:12:21.000]   At that time it was the printers' copyright.
[01:12:21.000 --> 01:12:31.000]   And as Patterson said, the stationers' company became in turn the instrument of the sewers against the Puritans in the early 17th century.
[01:12:31.000 --> 01:12:50.000]   The instruments of the Puritans against the royalist enemies when the Puritans came to power, so on and so forth.
[01:12:50.000 --> 01:13:04.000]   What?
[01:13:04.000 --> 01:13:09.000]   What's going on? Oh, okay.
[01:13:09.000 --> 01:13:20.000]   Now you can understand the description made by the State Department of itself. Yes?
[01:13:20.000 --> 01:13:34.000]   But if systems are for publishers and state owners, how are we helping people create more books than increase the science if we're not helping authors?
[01:13:34.000 --> 01:13:38.000]   Sorry, I think I do understand.
[01:13:38.000 --> 01:13:48.000]   If this copyright protects the publishers, how are we helping writers write more than supposed to use them?
[01:13:48.000 --> 01:13:55.000]   Well, that's the very reason why at the beginning of the 18th century the city of Havana was enacted.
[01:13:55.000 --> 01:14:01.000]   And the city of Havana said, you remember, printers and booksellers are the bad guys.
[01:14:01.000 --> 01:14:07.000]   We need to protect our viewers. That's the very reason.
[01:14:07.000 --> 01:14:11.000]   So that's the point.
[01:14:11.000 --> 01:14:20.000]   The state of Havana, the creation of modern copyright, was a reaction against the stationers' copyright.
[01:14:20.000 --> 01:14:26.000]   Because the stationers' copyright was a way of exercising censorship,
[01:14:26.000 --> 01:14:33.000]   but it was also a way of controlling culture.
[01:14:33.000 --> 01:14:47.000]   What is changing at the beginning of the 17th century, enlightenment is coming to appear.
[01:14:47.000 --> 01:14:59.000]   Enlightenment means a strong fight against censorship, but also a strong fight against monopolies.
[01:14:59.000 --> 01:15:10.000]   John Locker wrote about the stationers' company, stating that the stationers' company was allowed to control culture.
[01:15:10.000 --> 01:15:23.000]   Because with the registration rule, since no one could print a title, a registered title, competition was prohibited.
[01:15:23.000 --> 01:15:37.000]   And everyone was charging for a book, the price she wanted, without any restraint, without any...
[01:15:37.000 --> 01:15:45.000]   From the enlightenment perspective, that was not bearable any longer.
[01:15:45.000 --> 01:15:56.000]   So what I'm trying to stress is the fact that copyright, modern copyright, was not the reaction to a technological revolution.
[01:15:56.000 --> 01:16:09.000]   Modern copyright was a reaction against the early regulation of that new technology.
[01:16:09.000 --> 01:16:15.000]   The early regulation of that new technology was made by private individuals,
[01:16:15.000 --> 01:16:19.000]   for private individuals in order to protect their interests.
[01:16:19.000 --> 01:16:29.000]   And in protecting their interests, they were also protecting her majesty's interests.
[01:16:29.000 --> 01:16:34.000]   That's the basic misconception.
[01:16:34.000 --> 01:16:40.000]   The stationers' copyright was the reaction to the new technology.
[01:16:40.000 --> 01:16:59.000]   The authors' copyright was the reaction to the stationers' copyright.
[01:16:59.000 --> 01:17:24.000]   Now, if you remember, if the state you define is an encouragement of learned men to compose and write useful books,
[01:17:24.000 --> 01:17:36.000]   if we think about that, do we need to encourage that guy to write useful books?
[01:17:36.000 --> 01:17:51.000]   There is no need to do that. There is no need to protect Caesar or Plato or whoever is dead.
[01:17:51.000 --> 01:17:59.000]   The encouragement is only useful for leaving learned men.
[01:17:59.000 --> 01:18:05.000]   Well, I would like to stress the fact that we see men and not women.
[01:18:05.000 --> 01:18:13.000]   Legal...
[01:18:13.000 --> 01:18:22.000]   The legal language is not very gender-inclusive, so to speak. Keep that in mind.
[01:18:22.000 --> 01:18:31.000]   Well, that's related to the root of our tradition, Roman law.
[01:18:31.000 --> 01:18:41.000]   In Roman law, women didn't have any rights. Only men had rights.
[01:18:41.000 --> 01:18:58.000]   Well, only married men had rights over their wives and over their children.
[01:18:58.000 --> 01:19:07.000]   I will try to be more gender-inclusive, but keep that in mind.
[01:19:07.000 --> 01:19:31.000]   So, if we do not have to encourage dead guys to write books, we can also say that there is no need to protect books written by dead guys.
[01:19:31.000 --> 01:19:50.000]   That's the public domain. That is what Locke was meaning when complaining about the title registration requirements set by the stationers' company,
[01:19:50.000 --> 01:20:08.000]   which gave to the register, to the registering printer, the perpetual right to print that book forever.
[01:20:08.000 --> 01:20:22.000]   If we switch, if we change perspective and we start protecting outdoors in order to make them write new books,
[01:20:22.000 --> 01:20:31.000]   then we can start thinking about the time limitation of copyright,
[01:20:31.000 --> 01:20:40.000]   after which the book becomes part of the public domain. Everyone can use it, everyone can publish it,
[01:20:40.000 --> 01:20:51.000]   everyone can do whatever she or he wants with that book.
[01:20:51.000 --> 01:21:00.000]   The State of Tafane is important because it created the idea of public domain.
[01:21:00.000 --> 01:21:12.000]   It is a sort of common property, common to everyone, to humanity.
[01:21:12.000 --> 01:21:24.000]   And that was achieved by limiting the time span of the exclusive right.
[01:21:24.000 --> 01:21:32.000]   When the State of Tafane was adopted, the protection given to outdoors was lasting for just 14 years,
[01:21:32.000 --> 01:21:41.000]   plus another 14 years' term if at the end of the first one the outdoors was still alive.
[01:21:41.000 --> 01:21:46.000]   So, the maximum protection was 28 years.
[01:21:46.000 --> 01:21:54.000]   Stationers were not happy with that, as you may understand.
[01:21:54.000 --> 01:21:58.000]   They wanted a perpetual monopoly.
[01:21:58.000 --> 01:22:07.000]   Well, keep in mind that while we read in the trope of the State of Tafane,
[01:22:07.000 --> 01:22:14.000]   that booksellers and printers were the bad guys, still the State of Tafane was compromised
[01:22:14.000 --> 01:22:28.000]   because the stationers knew that the outdoors didn't have the financial possibility of printing their own books.
[01:22:28.000 --> 01:22:38.000]   So they knew that the outdoors should be going to the stationers to have their books printed.
[01:22:38.000 --> 01:22:46.000]   What they didn't like was the fact that the outdoors could not give them an exclusive right,
[01:22:46.000 --> 01:22:50.000]   which was longer than 28 years.
[01:22:50.000 --> 01:23:01.000]   So the stationers knew that after 28 years, after the publication of the first book publication of the book,
[01:23:01.000 --> 01:23:08.000]   they didn't have any longer any right and every other stationer was allowed to print that book.
[01:23:08.000 --> 01:23:13.000]   And obviously they didn't like it because they were not used to that.
[01:23:13.000 --> 01:23:18.000]   They were used to have a perpetual monopoly over a title.
[01:23:18.000 --> 01:23:24.000]   So they started to fight against the State of Tafane,
[01:23:24.000 --> 01:23:34.000]   in order to have a court of law to say that their right was not based on the State of Tafane,
[01:23:34.000 --> 01:23:37.000]   but their right was based on property.
[01:23:37.000 --> 01:23:42.000]   And like property, property is forever.
[01:23:42.000 --> 01:23:51.000]   Unless I sell this stuff, I will be the owner of this stuff forever.
[01:23:51.000 --> 01:23:58.000]   And I will be able to give that when I will be dying to my daughters.
[01:23:58.000 --> 01:24:15.000]   So, stationers said, "Well, there is no authors copy, right? There is just a property over books,
[01:24:15.000 --> 01:24:25.000]   over the ideas, the immaterial stuff, which is transmitted with books."
[01:24:25.000 --> 01:24:28.000]   But they didn't succeed.
[01:24:28.000 --> 01:24:36.000]   The King's Bench, the higher court of the United Kingdom said,
[01:24:36.000 --> 01:24:41.000]   "No, there is no property over books.
[01:24:41.000 --> 01:24:46.000]   There is only that right which is given by the State of Tafane,
[01:24:46.000 --> 01:24:51.000]   and that right is limited in time."
[01:24:51.000 --> 01:25:04.000]   That's the reason why in the U.S. Constitution, adopted at the end of the 18th century,
[01:25:04.000 --> 01:25:16.000]   we see that the exclusive right is granted for limited times.
[01:25:16.000 --> 01:25:25.000]   Keep that in mind, because we will be talking about the Sony Bono copyright term extension act,
[01:25:25.000 --> 01:25:34.000]   also called the Mickey Mouse Act, that the constitutional clause will come into play again.
[01:25:34.000 --> 01:25:46.000]   So, after the Declaration of Independence by the United States
[01:25:46.000 --> 01:25:52.000]   and the adoption of their new constitution, in 1790,
[01:25:52.000 --> 01:26:02.000]   the United States adopted their copyright act, which was basically a copy of the State of Tafane.
[01:26:02.000 --> 01:26:14.000]   So, I would like you to keep that in mind.
[01:26:14.000 --> 01:26:25.000]   The origin of modern copyright legislation is a reaction not to the deployment of any technology,
[01:26:25.000 --> 01:26:34.000]   but it is a reaction to deregulation of that in technology, right after the invention of it.
[01:26:36.000 --> 01:26:44.000]   Author's copyright is the reaction to the stationary's copyright.
[01:26:44.000 --> 01:26:52.000]   I would like you to keep that in mind. I'm sorry, you know,
[01:26:52.000 --> 01:26:56.000]   we should be talking about digital technologies, instead we are talking about history,
[01:26:56.000 --> 01:27:02.000]   but you will see that's important, because I will try to show you at the end of our journey,
[01:27:02.000 --> 01:27:12.000]   talking about copyright, that the most recent developments seems to be bringing us back to the stationary's copyright.
[01:27:12.000 --> 01:27:24.000]   With private created rules, sorry, privately created rules governing access to intellectual works.
[01:27:27.000 --> 01:27:34.000]   A Bistationers company time it was through rules. Now it is through technology,
[01:27:34.000 --> 01:27:41.000]   digital rights management system, trusted computing and stuff like that. Anyway.
[01:27:50.000 --> 01:27:57.000]   What happens next? Well, the State of Tafane was covered in books.
[01:27:57.000 --> 01:28:09.000]   But then, legislator, at Westminster, started to understand that
[01:28:13.000 --> 01:28:21.000]   there were other types of intellectual works that needed the same protection.
[01:28:21.000 --> 01:28:27.000]   Engraving, you know what engraving is, you know?
[01:28:27.000 --> 01:28:39.000]   Music.
[01:28:42.000 --> 01:28:52.000]   Then, sculpture. Dramatic works, which were not published in books, but were, you know, performed.
[01:28:52.000 --> 01:28:57.000]   Fine arts, and so on and so forth.
[01:28:57.000 --> 01:29:09.000]   So, right after the State of Tafane, slowly we see a growing number of intellectual works being covered by copyright protection.
[01:29:10.000 --> 01:29:19.000]   So, we have sort of an extension of copyright protection to other expressions, other artistic expressions.
[01:29:19.000 --> 01:29:25.000]   Still, there is a problem.
[01:29:35.000 --> 01:29:41.000]   Because culture doesn't stop at the border of the State.
[01:29:41.000 --> 01:29:51.000]   Think about Dickens.
[01:29:51.000 --> 01:29:59.000]   It was not just an English author.
[01:30:01.000 --> 01:30:06.000]   It was an author who was translated into other languages.
[01:30:06.000 --> 01:30:10.000]   Or could be rather in the United States.
[01:30:10.000 --> 01:30:16.000]   But in the United States, the State of Tafane was not
[01:30:16.000 --> 01:30:23.000]   unforced.
[01:30:23.000 --> 01:30:28.000]   Because, Dickens was English, not American.
[01:30:30.000 --> 01:30:35.000]   The United States, the United States, were protecting American authors.
[01:30:35.000 --> 01:30:40.000]   The United Kingdom was protecting English authors.
[01:30:40.000 --> 01:30:46.000]   France was protecting French authors.
[01:30:46.000 --> 01:30:48.000]   And so on and so forth.
[01:30:53.000 --> 01:31:03.000]   But, as you may understand, given the fact that culture is a global phenomenon, you cannot protect your author within your boundaries
[01:31:03.000 --> 01:31:14.000]   and let everyone else outside your country to make copies or to translate the author into other languages, stuff like that.
[01:31:14.000 --> 01:31:22.000]   Because if we want the author to be able to get paid,
[01:31:23.000 --> 01:31:29.000]   then we need to protect it internationally, globally.
[01:31:29.000 --> 01:31:49.000]   In the United Kingdom, in 1844, the inter-national copyright that was adopted,
[01:31:49.000 --> 01:32:03.000]   according to which a foreign author could be protected by copyright only if an English author was protected in the country of the foreign author.
[01:32:03.000 --> 01:32:05.000]   Reciprocity.
[01:32:05.000 --> 01:32:13.000]   But that was not enough. There was the need of an inter-national regulation of copyright.
[01:32:15.000 --> 01:32:19.000]   And that took place at the end of the 19th century.
[01:32:19.000 --> 01:32:27.000]   First, there was the creation of the International Library Association.
[01:32:27.000 --> 01:32:33.000]   I think Victor Hugo had quite a role in that story.
[01:32:36.000 --> 01:32:44.000]   In 1883, there was the first draft of an international copyright agreement.
[01:32:44.000 --> 01:32:52.000]   And finally, in 1886, the Bergen Convention for the Protection of Literary--
[01:32:52.000 --> 01:33:00.000]   Literary, obviously, here--and artistic work was signed.
[01:33:04.000 --> 01:33:11.000]   Later on, there was the creation of the Bureau for the Protection of Inter-national Property,
[01:33:11.000 --> 01:33:15.000]   which became the World Inter-national Property Organization.
[01:33:15.000 --> 01:33:33.000]   The Bergen Convention and the World Inter-national Property Organization started to play a global role in the evolution of copyright in every country of the world.
[01:33:34.000 --> 01:33:37.000]   Well, many were outside of it.
[01:33:37.000 --> 01:33:51.000]   You know, who is the most important country who has been outside the Bergen Convention for the great part of the history of the Bergen Convention?
[01:33:54.000 --> 01:34:03.000]   U.S. in the United States. They didn't sign the Bergen Commission.
[01:34:03.000 --> 01:34:08.000]   And you know when they signed it in 1988?
[01:34:08.000 --> 01:34:17.000]   Less than 30 years ago. No, less than 40 years ago. 35 years ago.
[01:34:17.000 --> 01:34:21.000]   Why? What do you think?
[01:34:23.000 --> 01:34:29.000]   They didn't have any major authors or anything worth protecting.
[01:34:29.000 --> 01:34:39.000]   Exactly. You know, during the 19th century, from a cultural perspective, the United States was a desert.
[01:34:39.000 --> 01:34:48.000]   And they wanted to import intellectual property for cheap.
[01:34:50.000 --> 01:35:02.000]   During the 20th century, they started to develop a very huge cultural industry.
[01:35:02.000 --> 01:35:10.000]   Jazz music, movies, rock and roll, and stuff like that.
[01:35:10.000 --> 01:35:17.000]   And that changed their perspective of global copyright protection.
[01:35:19.000 --> 01:35:24.000]   But still they were not part of the Bergen Convention until 1888.
[01:35:24.000 --> 01:35:29.000]   We will see why later on.
[01:35:29.000 --> 01:35:37.000]   But they were a huge economic power.
[01:35:37.000 --> 01:35:48.000]   And there was another organization. They played a big role in the World Trade Organization.
[01:35:48.000 --> 01:36:01.000]   Well, actually the World Trade Organization was created in 1994 because before 1994, that organization was actually called the General Agreement on Tariffs and Trade.
[01:36:03.000 --> 01:36:27.000]   Which was created in 1944, at the end of the war, in order to create an organization for facilitating international trade.
[01:36:28.000 --> 01:36:36.000]   Protectionism, stuff like that, was seen as one of the major causes of the Second World War.
[01:36:36.000 --> 01:36:47.000]   The United States had a big role in the general agreement of tariffs and trade because they have a very high negotiating power.
[01:36:48.000 --> 01:36:53.000]   They wanted me to reduce the tariffs on your imports.
[01:36:53.000 --> 01:37:03.000]   Well, they should be giving something back.
[01:37:04.000 --> 01:37:18.000]   So they started using that forum for protecting their intellectual property industry.
[01:37:19.000 --> 01:37:34.000]   And that's the reason why in 1994 there was a trade agreement within the World Trade Organization which was titled the Trade-related aspects of intellectual property rights.
[01:37:34.000 --> 01:37:47.000]   The last bit of information I would like you to have refers to the 1986 WIPO Copyright Treaty.
[01:37:48.000 --> 01:38:04.000]   That's a very important treaty because it is the foundation of the digital millennium copyright act in the United States and it is the basis of the European Directive No. 29 of 2001.
[01:38:05.000 --> 01:38:19.000]   Those two pieces of legislation and the WIPO Copyright Treaty above them created illegal protection of technological measures for protecting intellectual wars.
[01:38:19.000 --> 01:38:22.000]   Digital rights management system and stuff like that.
[01:38:22.000 --> 01:38:27.000]   I will be talking about that later on, of course.
[01:38:27.000 --> 01:38:30.000]   Do you have any questions?
[01:38:32.000 --> 01:38:35.000]   Is it clear? Hopefully.
[01:38:35.000 --> 01:38:48.000]   Okay, so I think my time is over and I will meet you tomorrow.
[01:38:48.000 --> 01:39:00.000]   I would like to ask you, because I didn't talk about data with Professor Van Veyer, do you have an agreement on the
